timestamp,open,high,low,close,volume,spread
2024-01-02 00:00:00,1.085,1.08515,1.08432,1.08462,861.0,0.00029
2024-01-02 00:15:00,1.08462,1.08465,1.08448,1.08451,796.0,0.0003
2024-01-02 00:30:00,1.08451,1.08506,1.08446,1.08493,657.0,0.00028
2024-01-02 00:45:00,1.08493,1.08494,1.0849,1.08492,821.0,0.00027
2024-01-02 01:00:00,1.08492,1.08494,1.08477,1.0848,723.0,0.00026
2024-01-02 01:15:00,1.0848,1.08485,1.08461,1.08465,715.0,0.00026
2024-01-02 01:30:00,1.08465,1.08474,1.08425,1.08435,850.0,0.00028
2024-01-02 01:45:00,1.08435,1.08458,1.08434,1.08456,650.0,0.00026
2024-01-02 02:00:00,1.08456,1.08465,1.08454,1.08464,837.0,0.00037
2024-01-02 02:15:00,1.08464,1.08468,1.08452,1.08453,623.0,0.00028
2024-01-02 02:30:00,1.08453,1.08496,1.0845,1.08489,896.0,0.00028
2024-01-02 02:45:00,1.08489,1.08524,1.0848,1.08519,871.0,0.00031
2024-01-02 03:00:00,1.08519,1.08528,1.08475,1.08478,748.0,0.00031
2024-01-02 03:15:00,1.08478,1.08486,1.08476,1.08484,626.0,0.00025
2024-01-02 03:30:00,1.08484,1.0849,1.08466,1.08471,768.0,0.00026
2024-01-02 03:45:00,1.08471,1.08489,1.08467,1.08488,696.0,0.00026
2024-01-02 04:00:00,1.08488,1.08511,1.08426,1.08435,1155.0,0.00031
2024-01-02 04:15:00,1.08435,1.08496,1.0842,1.08484,668.0,0.00026
2024-01-02 04:30:00,1.08484,1.08498,1.08468,1.08472,774.0,0.00026
2024-01-02 04:45:00,1.08472,1.0848,1.08415,1.08419,631.0,0.00029
2024-01-02 05:00:00,1.08419,1.08421,1.08409,1.08411,765.0,0.00028
2024-01-02 05:15:00,1.08411,1.08439,1.08403,1.08425,868.0,0.00026
2024-01-02 05:30:00,1.08425,1.08429,1.08347,1.08375,721.0,0.00029
2024-01-02 05:45:00,1.08375,1.08465,1.08366,1.08406,683.0,0.00027
2024-01-02 06:00:00,1.08406,1.0842,1.08401,1.08416,605.0,0.0003
2024-01-02 06:15:00,1.08416,1.08426,1.08412,1.08423,1101.0,0.00026
2024-01-02 06:30:00,1.08423,1.08435,1.0841,1.08434,842.0,0.00028
2024-01-02 06:45:00,1.08434,1.08464,1.08387,1.08399,664.0,0.00027
2024-01-02 07:00:00,1.08399,1.08478,1.08398,1.08473,1822.0,0.00012
2024-01-02 07:15:00,1.08473,1.08506,1.08433,1.08438,1853.0,0.00014
2024-01-02 07:30:00,1.08438,1.08446,1.08428,1.08429,2401.0,0.00014
2024-01-02 07:45:00,1.08429,1.08469,1.08394,1.08464,1707.0,0.00012
