timestamp,open,high,low,close,volume,spread
2024-01-02 00:00:00,151.5,151.52,151.435,151.449,637.0,0.028
2024-01-02 00:15:00,151.449,151.461,151.382,151.407,613.0,0.031
2024-01-02 00:30:00,151.407,151.407,151.338,151.34,779.0,0.026
2024-01-02 00:45:00,151.34,151.343,151.332,151.333,690.0,0.03
2024-01-02 01:00:00,151.333,151.348,151.126,151.173,692.0,0.025
2024-01-02 01:15:00,151.173,151.192,151.161,151.181,666.0,0.027
2024-01-02 01:30:00,151.181,151.192,151.162,151.182,660.0,0.025
2024-01-02 01:45:00,151.182,151.206,151.13,151.155,654.0,0.026
2024-01-02 02:00:00,151.155,151.307,151.107,151.275,646.0,0.025
2024-01-02 02:15:00,151.275,151.31,151.261,151.299,676.0,0.025
2024-01-02 02:30:00,151.299,151.353,151.274,151.332,840.0,0.025
2024-01-02 02:45:00,151.332,151.334,151.304,151.31,605.0,0.03
2024-01-02 03:00:00,151.31,151.328,151.3,151.304,647.0,0.028
2024-01-02 03:15:00,151.304,151.329,151.247,151.267,1249.0,0.025
2024-01-02 03:30:00,151.267,151.317,151.253,151.294,779.0,0.027
2024-01-02 03:45:00,151.294,151.298,151.282,151.282,685.0,0.026
2024-01-02 04:00:00,151.282,151.295,151.228,151.234,1292.0,0.032
2024-01-02 04:15:00,151.234,151.247,151.233,151.245,713.0,0.031
2024-01-02 04:30:00,151.245,151.262,151.202,151.224,999.0,0.032
2024-01-02 04:45:00,151.224,151.225,151.14,151.146,729.0,0.027
2024-01-02 05:00:00,151.146,151.149,151.027,151.051,746.0,0.028
2024-01-02 05:15:00,151.051,151.053,151.001,151.005,760.0,0.026
2024-01-02 05:30:00,151.005,151.017,150.988,151.01,890.0,0.025
2024-01-02 05:45:00,151.01,151.037,151.004,151.029,1190.0,0.035
2024-01-02 06:00:00,151.029,151.098,151.027,151.091,812.0,0.026
2024-01-02 06:15:00,151.091,151.103,150.995,151.012,657.0,0.025
2024-01-02 06:30:00,151.012,151.128,150.95,151.126,712.0,0.029
2024-01-02 06:45:00,151.126,151.242,150.964,150.988,1052.0,0.032
2024-01-02 07:00:00,150.988,151.066,150.986,151.051,1980.0,0.012
2024-01-02 07:15:00,151.051,151.087,151.037,151.066,2273.0,0.014
2024-01-02 07:30:00,151.066,151.117,150.812,150.854,2007.0,0.012
2024-01-02 07:45:00,150.854,150.921,150.798,150.89,1741.0,0.014
2024-01-02 08:00:00,150.89,150.915,150.867,150.88,1336.0,0.015
2024-01-02 08:15:00,150.88,150.902,150.817,150.837,1850.0,0.014
2024-01-02 08:30:00,150.837,150.911,150.83,150.901,1972.0,0.013
2024-01-02 08:45:00,150.901,151.032,150.84,151.028,1391.0,0.032
2024-01-02 09:00:00,151.028,151.04,150.976,150.989,1490.0,0.012
2024-01-02 09:15:00,150.989,151.004,150.799,150.853,1315.0,0.013
2024-01-02 09:30:00,150.853,150.86,150.78,150.786,1342.0,0.013
2024-01-02 09:45:00,150.786,150.817,150.784,150.812,2466.0,0.013
2024-01-02 10:00:00,150.812,150.819,150.805,150.811,951.0,0.023
2024-01-02 10:15:00,150.811,150.817,150.801,150.814,1264.0,0.021
2024-01-02 10:30:00,150.814,150.831,150.766,150.776,1013.0,0.02
2024-01-02 10:45:00,150.776,150.894,150.746,150.852,888.0,0.024
2024-01-02 11:00:00,150.852,150.944,150.815,150.923,1157.0,0.02
2024-01-02 11:15:00,150.923,150.925,150.91,150.913,1103.0,0.019
2024-01-02 11:30:00,150.913,150.962,150.901,150.95,907.0,0.029
2024-01-02 11:45:00,150.95,150.961,150.792,150.801,1143.0,0.019
2024-01-02 12:00:00,150.801,150.912,150.631,150.65,3645.0,0.012
2024-01-02 12:15:00,150.65,150.681,150.643,150.677,1657.0,0.011
2024-01-02 12:30:00,150.677,151.11,150.613,151.022,1727.0,0.016
2024-01-02 12:45:00,151.022,151.322,150.962,151.191,1548.0,0.01
2024-01-02 13:00:00,151.191,151.193,151.018,151.101,2197.0,0.01
2024-01-02 13:15:00,151.101,151.147,151.058,151.077,1687.0,0.011
2024-01-02 13:30:00,151.077,151.126,150.792,150.875,2026.0,0.01
2024-01-02 13:45:00,150.875,150.904,150.84,150.845,1739.0,0.013
2024-01-02 14:00:00,150.845,150.866,150.703,150.774,1726.0,0.012
2024-01-02 14:15:00,150.774,150.781,150.732,150.74,2143.0,0.013
2024-01-02 14:30:00,150.74,150.753,150.724,150.735,2014.0,0.013
2024-01-02 14:45:00,150.735,150.906,150.542,150.651,1976.0,0.014
2024-01-02 15:00:00,150.651,150.695,150.365,150.489,2170.0,0.014
2024-01-02 15:15:00,150.489,150.508,150.451,150.456,1844.0,0.017
2024-01-02 15:30:00,150.456,150.486,150.455,150.475,1696.0,0.015
2024-01-02 15:45:00,150.475,150.49,150.457,150.489,2658.0,0.025
2024-01-02 16:00:00,150.489,150.674,150.488,150.63,1285.0,0.015
2024-01-02 16:15:00,150.63,150.666,150.563,150.569,1791.0,0.019
2024-01-02 16:30:00,150.569,150.636,150.525,150.603,1190.0,0.018
2024-01-02 16:45:00,150.603,150.702,150.592,150.685,1111.0,0.015
2024-01-02 17:00:00,150.685,150.736,150.636,150.659,1420.0,0.016
2024-01-02 17:15:00,150.659,150.733,150.48,150.499,2330.0,0.014
2024-01-02 17:30:00,150.499,150.512,150.485,150.489,1366.0,0.016
2024-01-02 17:45:00,150.489,150.512,150.404,150.413,1211.0,0.016
2024-01-02 18:00:00,150.413,150.45,150.375,150.386,1304.0,0.014
2024-01-02 18:15:00,150.386,150.413,150.302,150.318,2516.0,0.015
2024-01-02 18:30:00,150.318,150.329,150.22,150.221,1151.0,0.018
2024-01-02 18:45:00,150.221,150.272,150.221,150.253,1481.0,0.022
2024-01-02 19:00:00,150.253,150.306,150.171,150.179,1390.0,0.018
2024-01-02 19:15:00,150.179,150.179,150.167,150.178,1245.0,0.015
2024-01-02 19:30:00,150.178,150.217,150.111,150.118,1582.0,0.016
2024-01-02 19:45:00,150.118,150.538,150.047,150.413,1468.0,0.014
2024-01-02 20:00:00,150.413,150.425,150.411,150.422,1529.0,0.019
2024-01-02 20:15:00,150.422,150.445,150.335,150.375,1605.0,0.019
2024-01-02 20:30:00,150.375,150.448,150.361,150.425,1127.0,0.024
2024-01-02 20:45:00,150.425,150.509,150.392,150.462,1196.0,0.015
2024-01-02 21:00:00,150.462,150.493,150.456,150.478,1069.0,0.021
2024-01-02 21:15:00,150.478,150.661,150.453,150.618,970.0,0.028
2024-01-02 21:30:00,150.618,150.705,150.583,150.678,1591.0,0.026
2024-01-02 21:45:00,150.678,150.684,150.672,150.676,841.0,0.021
2024-01-02 22:00:00,150.676,150.694,150.599,150.602,962.0,0.019
2024-01-02 22:15:00,150.602,150.653,150.521,150.525,1213.0,0.023
2024-01-02 22:30:00,150.525,150.554,150.519,150.549,812.0,0.022
2024-01-02 22:45:00,150.549,150.558,150.423,150.442,986.0,0.032
2024-01-02 23:00:00,150.442,150.461,150.393,150.407,881.0,0.021
2024-01-02 23:15:00,150.407,150.522,150.359,150.502,1632.0,0.025
2024-01-02 23:30:00,150.502,150.54,150.424,150.446,1394.0,0.021
2024-01-02 23:45:00,150.446,150.515,150.443,150.483,942.0,0.025
2024-01-03 00:00:00,150.483,150.496,150.482,150.495,864.0,0.027
2024-01-03 00:15:00,150.495,150.505,150.49,150.499,721.0,0.028
2024-01-03 00:30:00,150.499,150.553,150.367,150.417,734.0,0.025
2024-01-03 00:45:00,150.417,150.42,150.398,150.402,760.0,0.026
2024-01-03 01:00:00,150.402,150.469,150.359,150.454,676.0,0.026
2024-01-03 01:15:00,150.454,150.598,150.41,150.557,618.0,0.026
2024-01-03 01:30:00,150.557,150.62,150.538,150.607,793.0,0.025
2024-01-03 01:45:00,150.607,150.661,150.51,150.517,655.0,0.029
2024-01-03 02:00:00,150.517,150.518,150.36,150.382,638.0,0.029
2024-01-03 02:15:00,150.382,150.399,150.277,150.312,643.0,0.029
2024-01-03 02:30:00,150.312,150.325,150.307,150.318,1310.0,0.027
2024-01-03 02:45:00,150.318,150.354,150.312,150.345,1173.0,0.027
2024-01-03 03:00:00,150.345,150.348,150.342,150.343,1274.0,0.026
2024-01-03 03:15:00,150.343,150.353,150.342,150.349,615.0,0.028
2024-01-03 03:30:00,150.349,150.372,150.234,150.252,842.0,0.031
2024-01-03 03:45:00,150.252,150.337,150.226,150.33,633.0,0.028
2024-01-03 04:00:00,150.33,150.48,150.304,150.397,802.0,0.027
2024-01-03 04:15:00,150.397,150.47,150.397,150.452,608.0,0.026
2024-01-03 04:30:00,150.452,150.5,150.426,150.499,712.0,0.031
2024-01-03 04:45:00,150.499,150.499,150.495,150.496,641.0,0.03
2024-01-03 05:00:00,150.496,150.521,150.461,150.464,1217.0,0.027
2024-01-03 05:15:00,150.464,150.493,150.455,150.487,718.0,0.027
2024-01-03 05:30:00,150.487,150.496,150.425,150.448,943.0,0.029
2024-01-03 05:45:00,150.448,150.475,150.386,150.409,1189.0,0.029
2024-01-03 06:00:00,150.409,150.519,150.403,150.498,858.0,0.028
2024-01-03 06:15:00,150.498,150.522,150.418,150.435,797.0,0.027
2024-01-03 06:30:00,150.435,150.455,150.398,150.399,1121.0,0.025
2024-01-03 06:45:00,150.399,150.405,150.37,150.37,920.0,0.025
2024-01-03 07:00:00,150.37,150.383,150.353,150.373,1403.0,0.012
2024-01-03 07:15:00,150.373,150.407,150.356,150.397,1559.0,0.017
2024-01-03 07:30:00,150.397,150.494,150.003,150.119,2663.0,0.016
2024-01-03 07:45:00,150.119,150.121,150.044,150.048,1500.0,0.016
2024-01-03 08:00:00,150.048,150.085,149.91,149.942,1499.0,0.013
2024-01-03 08:15:00,149.942,149.994,149.75,149.818,2191.0,0.016
2024-01-03 08:30:00,149.818,149.962,149.798,149.896,1317.0,0.012
2024-01-03 08:45:00,149.896,149.898,149.608,149.685,2420.0,0.012
2024-01-03 09:00:00,149.685,149.714,149.672,149.677,1328.0,0.014
2024-01-03 09:15:00,149.677,149.683,149.631,149.642,2122.0,0.013
2024-01-03 09:30:00,149.642,149.668,149.637,149.666,1777.0,0.012
2024-01-03 09:45:00,149.666,149.711,149.662,149.706,1584.0,0.013
2024-01-03 10:00:00,149.706,149.782,149.702,149.757,878.0,0.025
2024-01-03 10:15:00,149.757,149.765,149.566,149.616,1329.0,0.025
2024-01-03 10:30:00,149.616,149.772,149.605,149.737,1066.0,0.02
2024-01-03 10:45:00,149.737,149.85,149.723,149.815,1121.0,0.027
2024-01-03 11:00:00,149.815,149.817,149.796,149.804,1021.0,0.019
2024-01-03 11:15:00,149.804,149.805,149.761,149.766,896.0,0.023
2024-01-03 11:30:00,149.766,149.833,149.723,149.82,1152.0,0.022
2024-01-03 11:45:00,149.82,149.828,149.817,149.819,1292.0,0.02
2024-01-03 12:00:00,149.819,149.98,149.791,149.946,2499.0,0.013
2024-01-03 12:15:00,149.946,150.093,149.924,150.031,1601.0,0.022
2024-01-03 12:30:00,150.031,150.434,149.996,150.268,1569.0,0.012
2024-01-03 12:45:00,150.268,150.316,150.257,150.304,2268.0,0.013
2024-01-03 13:00:00,150.304,150.322,150.171,150.201,2787.0,0.015
2024-01-03 13:15:00,150.201,150.204,150.167,150.169,1520.0,0.019
2024-01-03 13:30:00,150.169,150.28,150.158,150.245,2155.0,0.011
2024-01-03 13:45:00,150.245,150.314,150.241,150.31,2001.0,0.012
2024-01-03 14:00:00,150.31,150.337,150.292,150.303,1622.0,0.011
2024-01-03 14:15:00,150.303,150.321,150.046,150.056,1504.0,0.011
2024-01-03 14:30:00,150.056,150.064,149.955,149.958,1839.0,0.012
2024-01-03 14:45:00,149.958,150.037,149.948,150.015,1588.0,0.013
2024-01-03 15:00:00,150.015,150.03,149.984,150.011,1598.0,0.01
2024-01-03 15:15:00,150.011,150.025,149.967,149.987,1632.0,0.012
2024-01-03 15:30:00,149.987,150.058,149.684,149.793,2830.0,0.011
2024-01-03 15:45:00,149.793,149.823,149.78,149.802,1817.0,0.017
2024-01-03 16:00:00,149.802,149.806,149.795,149.798,1138.0,0.015
2024-01-03 16:15:00,149.798,149.801,149.773,149.777,1183.0,0.016
2024-01-03 16:30:00,149.777,149.799,149.763,149.793,1280.0,0.015
2024-01-03 16:45:00,149.793,149.852,149.791,149.818,1695.0,0.015
2024-01-03 17:00:00,149.818,149.853,149.818,149.827,1589.0,0.016
2024-01-03 17:15:00,149.827,149.934,149.808,149.914,1284.0,0.014
2024-01-03 17:30:00,149.914,149.957,149.832,149.844,1698.0,0.017
2024-01-03 17:45:00,149.844,149.846,149.824,149.828,1179.0,0.015
2024-01-03 18:00:00,149.828,150.0,149.822,149.996,1558.0,0.02
2024-01-03 18:15:00,149.996,150.011,149.93,149.949,1201.0,0.017
2024-01-03 18:30:00,149.949,149.988,149.947,149.986,1380.0,0.015
2024-01-03 18:45:00,149.986,149.988,149.825,149.87,1363.0,0.017
2024-01-03 19:00:00,149.87,149.994,149.848,149.946,1146.0,0.015
2024-01-03 19:15:00,149.946,149.964,149.859,149.878,1438.0,0.015
2024-01-03 19:30:00,149.878,150.045,149.779,150.038,1207.0,0.014
2024-01-03 19:45:00,150.038,150.207,149.985,150.191,1195.0,0.017
2024-01-03 20:00:00,150.191,150.253,150.144,150.234,3040.0,0.017
2024-01-03 20:15:00,150.234,150.253,150.028,150.085,1171.0,0.02
2024-01-03 20:30:00,150.085,150.336,149.985,150.273,1253.0,0.016
2024-01-03 20:45:00,150.273,150.353,150.243,150.339,2366.0,0.018
2024-01-03 21:00:00,150.339,150.376,150.254,150.271,870.0,0.021
2024-01-03 21:15:00,150.271,150.272,150.27,150.27,876.0,0.02
2024-01-03 21:30:00,150.27,150.317,150.268,150.305,1335.0,0.02
2024-01-03 21:45:00,150.305,150.311,150.295,150.306,987.0,0.02
2024-01-03 22:00:00,150.306,150.356,150.293,150.343,889.0,0.02
2024-01-03 22:15:00,150.343,150.347,150.34,150.342,812.0,0.02
2024-01-03 22:30:00,150.342,150.368,150.331,150.36,1146.0,0.019
2024-01-03 22:45:00,150.36,150.516,150.267,150.449,1065.0,0.02
2024-01-03 23:00:00,150.449,150.451,150.444,150.446,961.0,0.021
2024-01-03 23:15:00,150.446,150.453,150.44,150.452,914.0,0.022
2024-01-03 23:30:00,150.452,150.465,150.45,150.463,954.0,0.02
2024-01-03 23:45:00,150.463,150.499,150.371,150.398,1424.0,0.023
2024-01-04 00:00:00,150.398,150.498,150.367,150.469,857.0,0.026
2024-01-04 00:15:00,150.469,150.568,150.436,150.525,665.0,0.026
2024-01-04 00:30:00,150.525,150.537,150.475,150.494,741.0,0.026
